Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Length_customer_yrs,Dependents,Total_Spent,Tot_Num_Purchases,Spent per purchase,Total_Accepted_Camp
1971,Master,Couple,57420.0,0,1,22,86.96,0.0,5.59,0.0,0.0,7.45,3,5,1,6,7,0,1,0,0,0,0,0,US,51,9.02,1,322,12.0,26.83,1
1972,Graduation,Couple,33622.0,1,1,22,48.15,1.23,27.16,3.7,4.94,14.81,3,2,0,4,7,0,0,0,0,0,0,0,GER,50,9.22,2,81,6.0,13.5,0
1986,PhD,Single,29999.0,1,0,22,42.5,4.38,36.88,6.25,3.12,6.88,4,3,1,4,8,0,0,0,0,0,0,0,SP,36,9.38,1,160,8.0,20.0,0
1962,PhD,Couple,31497.0,0,1,22,69.68,0.65,18.06,8.39,0.65,2.58,2,3,1,4,8,0,0,0,0,0,0,0,SP,60,9.57,1,155,8.0,19.38,0
1962,PhD,Couple,31497.0,0,1,22,69.68,0.65,18.06,8.39,0.65,2.58,2,3,1,4,8,0,0,0,0,0,0,0,SA,60,9.57,1,155,8.0,19.38,0
1980,PhD,Single,36802.0,1,0,23,80.0,5.0,10.0,0.0,0.0,5.0,1,1,0,3,5,0,0,0,0,0,0,0,SP,42,8.04,1,20,4.0,5.0,0
1968,Graduation,Divorced,61671.0,0,1,23,87.57,0.96,7.65,0.0,0.0,3.83,8,10,4,6,8,0,1,0,1,0,0,0,SP,54,8.08,1,732,20.0,36.6,2
1971,PhD,Couple,29732.0,1,0,23,65.79,0.0,21.05,0.0,2.63,10.53,1,2,0,2,9,0,0,0,0,0,0,0,CA,51,8.27,1,38,4.0,9.5,0
1986,PhD,Couple,45921.0,0,0,23,51.26,4.52,24.62,12.06,1.51,6.03,1,2,1,6,4,0,0,0,0,0,0,0,SA,36,8.31,0,199,9.0,22.11,0
1984,Graduation,Couple,16529.0,1,0,23,13.64,0.0,22.73,59.09,0.0,4.55,1,1,0,3,6,0,0,0,0,0,0,0,CA,38,8.33,1,22,4.0,5.5,0
1960,Master,Single,98777.0,0,0,23,49.8,0.95,35.41,6.23,5.73,1.89,0,4,6,9,1,0,1,0,0,0,0,0,SP,62,8.37,0,2008,19.0,105.68,1
1952,Master,Couple,77027.0,0,1,23,69.79,4.85,20.6,3.83,0.0,0.94,2,8,3,6,4,0,0,0,0,0,0,0,SP,70,8.4,1,1175,17.0,69.12,0
1965,Graduation,Couple,69139.0,0,1,23,37.89,5.29,33.04,14.54,6.61,2.64,1,4,1,5,4,0,0,0,0,0,0,0,SP,57,8.42,1,227,10.0,22.7,0
1965,Graduation,Couple,69139.0,0,1,23,37.89,5.29,33.04,14.54,6.61,2.64,1,4,1,5,4,0,0,0,0,0,0,0,SA,57,8.42,1,227,10.0,22.7,0
1982,Graduation,Couple,65169.0,0,0,23,90.33,0.0,5.8,0.0,0.0,3.87,1,10,4,13,6,1,0,1,1,1,1,0,SP,40,8.46,0,1189,27.0,44.04,4
1952,Graduation,Widow,40049.0,0,1,23,40.62,18.75,21.88,0.0,9.38,9.38,1,1,0,3,6,0,0,0,0,0,0,0,SP,70,8.71,1,32,4.0,8.0,0
1945,Graduation,Couple,69755.0,0,0,23,24.27,8.61,41.72,12.42,2.57,10.4,1,3,6,12,1,0,0,0,0,0,0,0,SA,77,8.75,0,894,21.0,42.57,0
1961,PhD,Couple,51411.0,0,1,23,87.13,0.0,6.68,2.48,0.0,3.71,3,6,1,7,6,0,0,0,0,0,0,0,CA,61,8.97,1,404,14.0,28.86,0
1961,PhD,Couple,54456.0,0,1,23,87.13,0.0,6.68,2.48,0.0,3.71,3,6,1,7,6,0,0,0,0,0,0,0,SP,61,8.97,1,404,14.0,28.86,0
1951,Graduation,Single,60689.0,0,1,23,37.56,14.08,33.8,9.86,0.94,3.76,4,4,4,10,3,0,0,0,0,0,0,0,US,71,9.08,1,639,18.0,35.5,0
1978,Basic,Single,26487.0,1,0,23,2.9,11.59,14.49,17.39,20.29,33.33,3,2,1,3,5,0,0,0,0,0,0,0,CA,44,9.12,1,69,6.0,11.5,0
1970,Graduation,Couple,28164.0,1,0,23,3.85,23.08,33.33,14.1,10.26,15.38,3,2,0,4,7,0,0,0,0,0,0,0,GER,52,9.16,1,78,6.0,13.0,0
1970,Graduation,Single,22585.0,0,0,23,3.7,11.11,18.52,16.05,2.47,48.15,1,1,1,2,9,1,0,0,0,0,1,0,SP,52,9.29,0,81,4.0,20.25,1
1971,Graduation,Couple,64795.0,0,1,23,60.59,0.74,17.5,5.59,4.26,11.32,3,3,3,12,2,0,0,0,0,0,0,0,SP,51,9.45,1,680,18.0,37.78,0
1987,PhD,Single,42000.0,0,0,23,18.99,12.71,40.89,13.02,9.04,5.36,2,5,2,11,5,0,0,0,0,0,1,0,SP,35,9.47,0,653,18.0,36.28,0
1987,PhD,Single,42000.0,0,0,23,18.99,12.71,40.89,13.02,9.04,5.36,2,5,2,11,5,0,0,0,0,0,1,0,AUS,35,9.47,0,653,18.0,36.28,0
1966,Graduation,Couple,70713.0,0,1,23,49.83,7.72,18.89,5.55,5.15,12.86,6,5,6,8,3,0,0,0,0,0,0,0,SP,56,9.58,1,1477,19.0,77.74,0
1946,PhD,Single,82800.0,0,0,23,76.5,1.67,8.75,4.49,5.17,3.42,1,7,6,12,3,0,0,1,1,0,1,0,US,76,9.6,0,1315,25.0,52.6,2
1946,PhD,Single,82800.0,0,0,23,76.5,1.67,8.75,4.49,5.17,3.42,1,7,6,12,3,0,0,1,1,0,1,0,SA,76,9.6,0,1315,25.0,52.6,2
1975,Basic,Couple,30801.0,0,1,23,17.78,8.89,11.11,33.33,4.44,24.44,2,1,0,3,7,0,0,0,0,0,0,0,SP,47,9.68,1,45,4.0,11.25,0
1974,Master,Couple,83891.0,0,1,24,26.59,4.66,42.89,13.6,10.42,1.84,1,4,7,10,1,0,0,0,0,0,0,0,SP,48,8.03,1,816,21.0,38.86,0
1950,Master,Divorced,38054.0,1,1,24,51.11,4.44,37.78,4.44,2.22,0.0,2,2,0,3,7,0,0,0,0,0,0,0,IND,72,8.17,2,45,5.0,9.0,0
1969,Graduation,Couple,14045.0,1,0,24,55.0,0.0,25.0,10.0,5.0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,SP,53,8.43,1,20,4.0,5.0,0
1957,PhD,Couple,44155.0,1,1,24,47.83,2.17,19.57,0.0,0.0,30.43,1,1,1,2,4,0,0,0,0,0,0,0,SP,65,8.45,2,46,4.0,11.5,0
1970,PhD,Single,57642.0,0,1,24,85.42,0.88,8.54,1.18,0.0,3.98,3,7,6,6,4,1,0,0,0,0,0,0,IND,52,8.47,1,679,19.0,35.74,1
1977,Graduation,Couple,31353.0,1,1,24,32.26,0.0,32.26,9.68,3.23,22.58,2,1,1,2,8,0,0,0,0,0,0,0,IND,45,8.5,2,31,4.0,7.75,0
1977,Graduation,Couple,31353.0,1,1,24,32.26,0.0,32.26,9.68,3.23,22.58,2,1,1,2,8,0,0,0,0,0,1,0,SA,45,8.5,2,31,4.0,7.75,0
1968,Master,Divorced,41335.0,1,0,24,59.89,10.16,11.23,8.56,7.49,2.67,3,4,1,4,7,0,0,0,0,0,0,0,AUS,54,8.51,1,187,9.0,20.78,0
1968,Master,Divorced,41335.0,1,0,24,59.89,10.16,11.23,8.56,7.49,2.67,3,4,1,4,7,0,0,0,0,0,0,0,US,54,8.51,1,187,9.0,20.78,0
1957,PhD,Single,40737.0,2,1,24,64.71,0.0,23.53,0.0,0.0,11.76,1,1,0,2,8,0,0,0,0,0,0,0,SA,65,8.56,3,17,3.0,5.67,0
1975,2n Cycle,Couple,19789.0,1,0,24,2.56,6.41,11.54,35.9,7.69,35.9,3,2,1,3,5,1,0,0,0,0,0,0,SP,47,8.61,1,78,6.0,13.0,1
1949,PhD,Divorced,35946.0,1,1,24,72.73,0.0,27.27,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,0,AUS,73,8.76,2,11,3.0,3.67,0
1983,Master,Couple,36262.0,0,0,24,20.66,9.15,12.68,15.02,6.57,35.92,1,3,5,3,6,1,0,0,0,0,1,0,SP,39,8.78,0,426,11.0,38.73,1
1954,Master,Widow,44551.0,0,1,24,63.86,1.4,11.58,0.0,0.0,23.16,2,4,1,5,7,0,0,0,0,0,0,0,SA,68,8.83,1,285,10.0,28.5,0
1959,Graduation,Couple,71367.0,0,0,24,29.21,2.96,50.06,5.41,2.7,9.65,1,4,5,7,2,0,0,0,0,0,0,0,SP,63,8.85,0,777,16.0,48.56,0
1959,Graduation,Couple,57957.0,0,1,24,45.53,9.26,27.79,12.09,0.78,4.55,7,4,6,8,3,0,0,0,0,0,0,1,CA,63,8.87,1,637,18.0,35.39,0
1972,2n Cycle,Couple,50334.0,0,1,24,40.92,2.31,23.05,12.1,2.31,19.31,6,7,4,6,6,0,0,0,0,0,0,0,SA,50,8.94,1,694,17.0,40.82,0
1949,Master,Couple,48150.0,0,1,24,65.04,0.75,14.66,1.13,0.75,17.67,3,5,1,4,7,0,0,0,0,0,0,0,GER,73,9.06,1,266,10.0,26.6,0
1969,Graduation,Couple,56796.0,0,1,24,65.53,3.8,16.08,6.19,4.7,3.7,3,8,9,7,7,0,0,0,0,0,0,0,SP,53,9.37,1,1001,24.0,41.71,0
1969,Graduation,Couple,56796.0,0,1,24,65.53,3.8,16.08,6.19,4.7,3.7,3,8,9,7,7,0,0,0,0,0,0,0,AUS,53,9.37,1,1001,24.0,41.71,0
1963,PhD,Widow,52278.0,0,1,24,79.55,0.0,5.93,0.0,0.0,14.52,6,10,5,10,8,0,0,0,0,0,1,0,SA,59,9.43,1,1198,25.0,47.92,0
1963,PhD,Widow,52278.0,0,1,24,79.55,0.0,5.93,0.0,0.0,14.52,6,10,5,10,8,0,0,0,0,0,0,0,SP,59,9.43,1,1198,25.0,47.92,0
1996,2n Cycle,Couple,7500.0,0,0,24,2.46,14.75,11.48,12.3,18.03,40.98,3,3,1,3,9,0,0,0,0,0,1,0,AUS,26,9.64,0,122,7.0,17.43,0
1952,Master,Couple,33444.0,1,1,24,44.44,0.0,44.44,0.0,0.0,11.11,1,1,0,2,8,0,0,0,0,0,0,0,SP,70,9.66,2,18,3.0,6.0,0
1973,Graduation,Couple,20895.0,1,0,24,40.0,6.67,37.78,6.67,0.0,8.89,1,2,0,3,9,0,0,0,0,0,0,0,AUS,49,9.73,1,45,5.0,9.0,0
1976,Master,Couple,37509.0,1,0,24,30.08,4.07,45.53,9.76,6.5,4.07,2,3,0,4,7,0,0,0,0,0,0,0,GER,46,9.8,1,123,7.0,17.57,0
1978,Master,Couple,88097.0,1,0,24,19.31,0.0,56.87,0.0,14.93,8.89,1,6,5,8,9,0,1,1,1,0,1,0,SP,44,9.87,1,844,19.0,44.42,3
1973,Graduation,Couple,59041.0,1,1,25,71.88,2.08,15.62,2.08,2.08,6.25,2,2,0,4,5,0,0,0,0,0,0,0,SA,49,8.15,2,96,6.0,16.0,0
1974,Graduation,Single,43322.0,0,0,25,39.72,4.96,34.04,7.09,1.42,12.77,1,3,0,4,7,0,0,0,0,0,0,0,IND,48,8.19,0,141,7.0,20.14,0
1955,PhD,Couple,46015.0,1,1,25,82.61,0.0,4.35,0.0,0.0,13.04,1,1,0,3,7,1,0,0,0,1,0,0,SA,67,8.22,2,46,4.0,11.5,2
1955,PhD,Couple,46015.0,1,1,25,82.61,0.0,4.35,0.0,0.0,13.04,1,1,0,3,7,1,0,0,0,1,0,0,CA,67,8.22,2,46,4.0,11.5,2
1959,Master,Couple,34242.0,0,1,25,53.33,13.33,26.67,0.0,0.0,6.67,1,0,0,3,5,0,0,0,0,0,0,0,SP,63,8.27,1,15,3.0,5.0,0
1955,Graduation,Couple,65210.0,0,1,25,85.64,0.0,9.58,0.0,0.96,3.83,2,9,3,8,6,0,1,0,1,0,0,0,CA,67,8.31,1,731,20.0,36.55,2
1958,PhD,Widow,50520.0,0,1,25,82.96,0.0,4.44,1.48,0.74,10.37,2,3,1,3,6,0,0,0,0,0,0,0,SP,64,8.42,1,135,7.0,19.29,0
1970,Graduation,Couple,90765.0,0,0,25,31.73,5.74,47.1,8.76,4.76,1.91,0,4,6,5,1,0,0,1,1,0,0,0,CA,52,8.43,0,1724,15.0,114.93,2
1944,Graduation,Couple,80589.0,0,0,25,35.5,6.51,36.41,16.95,2.8,1.82,1,5,10,5,1,0,0,0,1,0,1,0,AUS,78,8.44,0,1428,20.0,71.4,1
1958,Master,Couple,49572.0,1,1,25,64.81,1.85,29.63,0.0,1.85,1.85,2,2,0,3,7,0,0,0,0,0,0,0,CA,64,8.54,2,54,5.0,10.8,0
1978,Graduation,Couple,75437.0,0,0,25,53.25,0.0,36.5,6.36,3.88,0.0,1,8,4,10,6,0,0,0,1,0,0,0,SP,44,8.64,0,1493,22.0,67.86,1
1971,Master,Divorced,44635.0,1,1,25,82.35,0.0,13.24,0.0,0.0,4.41,2,2,0,3,7,0,0,0,0,0,0,0,SP,51,8.72,2,68,5.0,13.6,0
1964,Graduation,Couple,58512.0,0,1,25,76.43,0.85,8.63,1.11,0.0,12.98,5,3,4,8,8,0,0,0,0,0,0,0,GER,58,8.78,1,1171,15.0,78.07,0
1952,PhD,Single,62000.0,0,1,25,88.14,0.0,9.9,0.0,0.0,1.96,1,6,6,13,4,0,0,0,1,0,0,0,SP,70,8.85,1,1020,25.0,40.8,1
1956,Graduation,Single,54252.0,1,1,25,67.42,1.52,9.85,3.03,1.52,16.67,5,4,1,5,6,0,0,0,0,0,0,0,AUS,66,9.09,2,264,10.0,26.4,0
1974,PhD,Couple,45068.0,0,1,25,70.0,0.0,15.0,0.0,0.0,15.0,1,1,0,2,7,0,0,0,0,0,0,0,SP,48,9.13,1,20,3.0,6.67,0
1979,Graduation,Single,60474.0,0,1,25,22.46,16.86,25.68,19.83,0.76,14.41,7,10,2,12,7,0,0,0,0,0,0,0,IND,43,9.25,1,1180,24.0,49.17,0
1979,Graduation,Single,60474.0,0,1,25,22.46,16.86,25.68,19.83,0.76,14.41,7,10,2,12,7,0,0,0,0,0,0,0,CA,43,9.25,1,1180,24.0,49.17,0
1981,2n Cycle,Couple,56337.0,1,1,25,48.2,2.21,19.89,3.87,0.69,25.14,5,8,5,4,8,1,0,0,1,0,1,0,SP,41,9.26,2,724,17.0,42.59,2
1987,Graduation,Couple,22434.0,1,0,25,6.9,20.69,18.97,5.17,22.41,25.86,2,2,0,3,8,0,0,0,0,0,0,0,SP,35,9.38,1,58,5.0,11.6,0
1982,Graduation,Couple,61416.0,0,0,25,50.93,9.25,19.4,12.07,3.66,4.68,1,10,3,10,6,1,0,0,0,0,0,0,US,40,9.39,0,1665,23.0,72.39,1
1975,Master,Couple,92163.0,0,0,25,39.17,8.77,38.21,5.08,7.81,0.96,0,5,11,5,2,0,0,1,1,0,1,0,SP,47,9.55,0,2086,21.0,99.33,2
1956,Master,Couple,58656.0,0,1,25,78.85,0.98,15.9,1.31,1.97,0.98,4,7,8,13,6,0,0,1,0,0,0,0,SP,66,9.78,1,1220,28.0,43.57,1
1973,2n Cycle,Couple,51411.0,1,0,25,22.94,2.75,39.45,15.6,3.67,15.6,3,3,0,3,8,0,0,0,0,0,0,0,GER,49,9.79,1,109,6.0,18.17,0
1986,Basic,Single,8940.0,1,0,25,0.99,44.55,2.97,3.96,5.94,41.58,3,3,1,3,8,0,0,0,0,0,0,0,SP,36,9.86,1,101,7.0,14.43,0
1974,Graduation,Couple,26751.0,2,0,26,9.09,9.09,45.45,0.0,27.27,9.09,1,1,0,2,8,0,0,0,0,0,0,0,SP,48,8.11,2,11,3.0,3.67,0
1978,Graduation,Couple,71427.0,2,0,26,34.53,20.03,28.83,2.44,10.42,3.75,2,8,2,8,4,0,0,0,0,0,0,0,US,44,8.3,2,614,18.0,34.11,0
1984,Graduation,Couple,26646.0,1,0,26,20.75,7.55,37.74,18.87,5.66,9.43,2,2,0,4,6,0,0,0,0,0,0,0,US,38,8.39,1,53,6.0,8.83,0
1974,Graduation,Divorced,19346.0,1,0,26,9.09,0.0,40.91,13.64,27.27,9.09,1,1,0,3,8,0,0,0,0,0,0,0,CA,48,8.42,1,22,4.0,5.5,0
1975,Graduation,Single,56243.0,1,2,26,87.63,0.0,8.84,1.01,0.76,1.77,6,4,2,8,5,0,0,0,0,0,0,0,US,47,8.5,3,396,14.0,28.29,0
1970,PhD,Couple,59892.0,0,1,26,83.91,0.0,14.94,0.0,1.15,0.0,1,2,1,3,3,0,0,0,0,0,0,0,CA,52,8.66,1,87,6.0,14.5,0
1965,Graduation,Couple,71613.0,0,0,26,54.9,6.31,16.37,14.3,2.71,5.41,1,8,2,10,4,0,0,0,0,0,0,0,US,57,8.86,0,776,20.0,38.8,0
1986,Graduation,Couple,25252.0,1,0,26,5.56,16.67,22.22,11.11,11.11,33.33,1,1,0,2,8,0,0,0,0,0,0,0,AUS,36,8.97,1,18,3.0,6.0,0
1975,Graduation,Single,42160.0,1,1,26,34.29,6.43,32.14,2.14,10.71,14.29,4,2,1,4,6,0,0,0,0,0,1,0,SP,47,9.01,2,140,7.0,20.0,0
1979,Basic,Single,15862.0,1,0,26,2.78,2.78,11.11,30.56,25.0,27.78,1,1,0,3,8,0,0,0,0,0,0,0,SP,43,9.01,1,36,4.0,9.0,0
1974,Master,Couple,82584.0,0,0,26,74.98,4.74,7.18,2.02,6.34,4.74,1,3,4,8,1,0,1,1,0,0,1,0,SP,48,9.07,0,1435,15.0,95.67,2
1989,Graduation,Couple,38360.0,1,0,26,27.48,1.53,32.06,15.27,16.03,7.63,2,2,1,4,3,0,0,0,0,0,0,0,AUS,33,9.08,1,131,7.0,18.71,0
1957,PhD,Couple,75283.0,1,2,26,71.93,0.88,17.66,1.18,1.86,6.48,11,6,3,5,4,0,0,0,0,0,0,0,SA,65,9.26,3,1019,14.0,72.79,0
1956,Master,Couple,34941.0,1,1,26,40.21,2.06,25.77,4.12,3.09,24.74,2,3,0,3,8,0,0,0,0,0,0,0,AUS,66,9.32,2,97,6.0,16.17,0
1952,Graduation,Single,61823.0,0,1,26,59.16,0.79,15.16,4.19,1.58,19.12,4,8,2,10,7,0,0,0,0,0,0,0,AUS,70,9.36,1,884,20.0,44.2,0
1956,Master,Couple,90226.0,0,0,26,46.05,4.59,27.59,10.76,6.42,4.59,1,4,7,12,2,0,0,0,1,0,0,0,SA,66,9.76,0,2352,23.0,102.26,1
1974,Graduation,Couple,44989.0,0,1,26,26.56,0.0,28.73,13.28,2.71,28.73,5,5,1,5,6,0,0,0,0,0,0,0,SP,48,9.8,1,369,11.0,33.55,0
1980,Graduation,Couple,43586.0,0,1,26,75.0,1.52,8.33,3.03,0.0,12.12,3,3,0,4,8,0,0,0,0,0,0,0,GER,42,9.84,1,132,7.0,18.86,0
1974,Graduation,Single,32233.0,1,0,26,46.62,5.07,11.82,8.45,3.72,24.32,2,6,2,2,9,1,0,0,0,0,1,0,SP,48,9.87,1,296,10.0,29.6,1
1969,Graduation,Couple,62882.0,0,1,26,38.04,9.94,37.14,5.83,1.79,7.25,2,7,5,6,4,0,0,0,0,0,0,0,AUS,53,9.89,1,1338,18.0,74.33,0
1963,Master,Couple,57288.0,0,1,27,86.68,0.0,3.45,0.0,0.0,9.87,3,8,1,8,6,0,1,0,0,0,0,0,CA,59,8.02,1,608,17.0,35.76,1
1981,2n Cycle,Couple,75774.0,1,0,27,41.31,2.55,16.28,31.35,1.7,6.8,1,7,5,8,4,0,0,0,0,0,0,0,SA,41,8.16,1,823,20.0,41.15,0
1981,2n Cycle,Couple,75774.0,1,0,27,41.31,2.55,16.28,31.35,1.7,6.8,1,7,5,8,4,0,0,0,0,0,0,0,SP,41,8.16,1,823,20.0,41.15,0
1988,Master,Single,90247.0,0,0,27,73.04,1.97,21.71,1.3,0.99,0.99,1,3,4,7,1,0,1,1,1,0,1,0,US,34,8.17,0,1621,14.0,115.79,3
1960,2n Cycle,Single,32218.0,0,0,27,10.75,25.81,16.13,13.98,1.08,32.26,1,2,1,3,7,1,0,0,0,0,1,0,SP,62,8.37,0,93,6.0,15.5,1
1988,Graduation,Couple,84219.0,0,0,27,36.23,11.44,33.39,3.76,11.44,3.76,1,3,4,10,1,0,0,0,0,0,0,0,SA,34,8.41,0,1198,17.0,70.47,0
1988,Graduation,Couple,84219.0,0,0,27,36.23,11.44,33.39,3.76,11.44,3.76,1,3,4,10,1,0,0,0,0,0,0,0,CA,34,8.41,0,1198,17.0,70.47,0
1966,Graduation,Divorced,48877.0,0,1,27,70.83,0.69,10.42,1.39,0.0,16.67,1,3,0,4,7,0,0,0,0,0,0,0,SP,56,8.48,1,144,7.0,20.57,0
1950,Graduation,Couple,60905.0,0,1,27,53.06,4.34,19.39,9.18,4.34,9.69,2,3,3,7,2,0,0,0,0,0,0,0,US,72,8.57,1,392,13.0,30.15,0
1964,Graduation,Couple,75236.0,0,1,27,41.01,6.18,37.45,1.12,3.56,10.67,1,8,3,13,4,0,0,0,0,0,0,0,SP,58,8.6,1,1068,24.0,44.5,0
1953,Graduation,Divorced,62551.0,0,0,27,29.69,3.8,23.28,31.83,4.99,6.41,1,6,7,4,3,1,0,0,0,0,0,0,IND,69,8.62,0,421,17.0,24.76,1
1983,PhD,Couple,70123.0,0,0,27,75.74,0.0,22.93,1.33,0.0,0.0,1,5,7,4,3,0,1,0,0,1,0,0,IND,39,8.76,0,1727,16.0,107.94,2
1962,Graduation,Single,50785.0,1,1,27,56.14,0.88,18.42,0.0,0.88,23.68,2,2,1,3,6,0,0,0,0,0,0,0,CA,60,8.81,2,114,6.0,19.0,0
1970,2n Cycle,Couple,15315.0,0,0,27,10.94,6.25,20.31,23.44,12.5,26.56,2,2,0,4,5,0,0,0,0,0,0,0,SP,52,8.91,0,64,6.0,10.67,0
1970,PhD,Couple,64413.0,0,1,27,71.68,1.79,15.77,0.0,3.58,7.17,1,5,1,5,5,0,0,0,0,0,0,0,SP,52,8.92,1,279,11.0,25.36,0
1981,PhD,Couple,87171.0,0,0,27,77.12,3.39,8.24,4.47,3.39,3.39,1,6,7,11,2,1,0,1,0,0,0,0,SP,41,9.17,0,1298,24.0,54.08,2
1961,Graduation,Single,30081.0,0,1,27,85.71,0.0,4.76,0.0,0.0,9.52,1,1,0,3,7,0,0,0,0,0,0,0,SP,61,9.36,1,42,4.0,10.5,0
1976,Graduation,Single,20180.0,0,0,27,13.14,30.66,17.52,10.95,14.6,13.14,1,2,1,4,7,0,0,0,0,0,0,0,SP,46,9.36,0,137,7.0,19.57,0
1966,Graduation,Divorced,55686.0,0,1,27,68.53,0.0,20.26,3.77,4.79,2.65,2,6,3,5,4,1,0,0,0,0,0,0,SP,56,9.38,1,982,14.0,70.14,1
1959,2n Cycle,Couple,26887.0,0,1,27,20.0,23.33,13.33,10.0,13.33,20.0,1,1,0,3,6,0,0,0,0,0,0,0,SP,63,9.39,1,30,4.0,7.5,0
1977,PhD,Couple,61996.0,0,1,27,85.37,0.98,11.71,0.0,0.0,1.95,3,6,4,8,5,0,1,0,1,1,1,0,SP,45,9.41,1,1230,18.0,68.33,3
1952,Graduation,Divorced,51537.0,0,1,27,71.35,1.81,18.5,0.0,0.0,8.34,3,2,2,11,8,0,0,0,0,0,0,0,SA,70,9.56,1,1103,15.0,73.53,0
1962,Graduation,Couple,72025.0,0,0,27,43.12,1.71,28.42,7.82,6.88,12.06,1,4,3,8,3,0,0,0,0,0,0,0,SP,60,9.62,0,1932,15.0,128.8,0
1971,Master,Couple,30538.0,1,0,27,77.38,0.0,14.17,2.18,0.82,5.45,4,9,0,4,10,0,0,0,0,0,0,0,SP,51,9.75,1,367,13.0,28.23,0
1991,2n Cycle,Single,61618.0,0,0,27,44.98,6.77,29.67,0.0,3.35,15.24,2,3,6,8,3,0,0,0,0,0,0,0,IND,31,9.75,0,1345,17.0,79.12,0
1965,Graduation,Couple,77343.0,0,0,28,20.02,13.32,50.53,8.64,4.76,2.73,1,3,4,9,1,0,0,0,0,0,0,0,CA,57,8.06,0,1134,16.0,70.88,0
1989,Graduation,Couple,75433.0,1,0,28,67.34,0.0,25.0,0.0,2.86,4.8,2,2,5,10,6,0,1,0,1,0,0,0,SP,33,8.24,1,1188,17.0,69.88,2
1962,PhD,Widow,82571.0,0,0,28,51.07,1.84,33.1,3.68,5.63,4.69,0,6,5,13,2,0,0,1,0,0,0,0,SP,60,8.25,0,1686,24.0,70.25,1
1954,Master,Couple,60033.0,0,1,28,31.31,0.51,28.79,9.6,5.56,24.24,2,2,1,5,2,0,0,0,0,0,0,0,SP,68,8.26,1,198,8.0,24.75,0
1983,Graduation,Single,39062.0,1,0,28,52.27,0.0,20.45,0.0,0.0,27.27,1,1,0,3,4,1,0,0,0,0,0,0,SP,39,8.27,1,44,4.0,11.0,1
1972,Graduation,Couple,30023.0,1,0,28,18.03,0.0,26.23,11.48,9.84,34.43,1,2,0,3,8,0,0,0,0,0,0,0,SP,50,8.27,1,61,5.0,12.2,0
1970,Graduation,Single,30015.0,1,0,28,43.86,0.0,38.6,3.51,5.26,8.77,2,1,0,4,5,0,0,0,0,0,0,0,SP,52,8.41,1,57,5.0,11.4,0
1980,Graduation,Couple,33228.0,1,0,28,30.99,2.82,43.66,9.86,5.63,7.04,1,2,0,3,7,0,0,0,0,0,0,0,SP,42,8.44,1,71,5.0,14.2,0
1967,Graduation,Couple,22574.0,2,1,28,67.57,0.0,21.62,5.41,0.0,5.41,2,2,0,3,7,0,0,0,0,0,0,0,SP,55,8.67,3,37,5.0,7.4,0
1957,Graduation,Couple,55267.0,0,1,28,39.75,6.91,33.58,7.9,0.74,11.11,4,3,4,6,3,0,0,0,0,0,0,0,CA,65,8.69,1,405,13.0,31.15,0
1958,Graduation,Couple,66886.0,0,1,28,52.59,0.67,10.35,6.84,5.18,24.37,2,7,1,7,5,0,0,0,0,0,0,0,SP,64,8.79,1,599,15.0,39.93,0
1971,Graduation,Single,72258.0,0,1,28,34.23,0.0,34.23,14.89,7.87,8.79,2,6,9,5,2,0,0,0,0,0,0,0,CA,51,8.8,1,1525,20.0,76.25,0
1984,PhD,Single,82733.0,0,0,28,53.82,3.78,31.75,4.91,2.87,2.87,1,8,4,7,4,0,0,0,0,0,1,0,SP,38,8.81,0,1323,19.0,69.63,0
1963,Graduation,Divorced,45146.0,1,1,28,62.26,0.0,9.43,0.0,0.0,28.3,2,1,1,2,4,0,0,0,0,0,0,0,IND,59,8.96,2,53,4.0,13.25,0
1990,2n Cycle,Single,51250.0,1,0,28,48.17,4.51,32.39,4.79,4.51,5.63,5,10,5,4,9,1,0,0,0,0,0,0,SA,32,9.25,1,710,19.0,37.37,1
1951,Graduation,Couple,32871.0,1,1,28,51.16,4.65,27.91,0.0,4.65,11.63,1,1,0,3,4,0,0,0,0,0,0,0,US,71,9.31,2,43,4.0,10.75,0
1978,2n Cycle,Couple,63855.0,0,0,28,35.69,3.48,31.21,9.24,11.53,8.85,1,7,3,13,4,0,0,0,0,0,0,0,GER,44,9.39,0,1006,23.0,43.74,0
1968,PhD,Divorced,42564.0,0,1,28,39.85,5.9,22.88,4.8,2.21,24.35,6,6,8,4,7,1,0,0,0,0,1,0,CA,54,9.49,1,813,18.0,45.17,1
1972,2n Cycle,Couple,46344.0,0,1,28,54.31,4.66,13.29,1.86,4.66,21.21,4,7,1,5,7,0,0,0,0,0,0,0,CA,50,9.55,1,429,13.0,33.0,0
